Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,GDP_Bin,Health_GDP_Impact,CO2_per_Energy,Dependency_Ratio
0.052,41.0,6.78105762593618,35.0,9.57073837671504,21.72808609623645,0.068,2.772588722239781,239.0,0.09,0.0,0.12,53.0,53.0,0.0,1,0.486,0.489,0.025,16.321366318108392,0.165,17.147715103853763,17.479072229734946,Low,1.4775098545440786,0.6414932793033006,1.0449897750511248
0.043,41.0,11.44184827995307,36.0,11.502955933932737,24.93769951612982,0.075,3.6888794541139363,239.0,0.103,0.0,0.207,48.0,47.0,0.0,1,0.435,0.538,0.028,18.70247159971416,0.374,17.87595358575207,21.45370880273175,Upper-Middle,1.8703274637097362,0.9151314569461254,0.8605947955390334
0.039,41.0,6.52649485957079,18.0,9.57073837671504,21.336275787699076,0.063,2.6390573296152584,239.0,0.083,0.0,0.171,53.0,51.0,0.0,1,0.452,0.521,0.027,16.02665644924153,0.176,17.216707972959764,17.073607134447293,Low,1.3441853746250418,0.6174114453487176,0.9193857965451055
0.037,41.0,4.204692619390966,26.0,9.57073837671504,18.433748991226654,0.118,4.3694478524670215,239.0,0.052,0.1,0.22649999999999998,66.0,62.0,0.0,1,0.426,0.534,0.04,11.901285105175454,0.563,15.816990693309524,14.403297778421795,Low,2.175182380964745,0.3977671634228464,0.8726591760299625
0.039,41.0,8.519989278718239,55.625,7.846589975291186,22.64882060201514,0.054,3.58351893845611,239.0,0.062,0.0,0.12,61.0,58.0,0.1,1,0.445,0.524,0.032,16.183277964816877,0.408,19.410221941283584,18.675322970077882,Lower-Middle,1.2230363125088175,0.9630817413845161,0.9103053435114503
0.018,41.0,6.324358962381311,26.0,9.57073837671504,20.37100471489135,0.048,6.0014148779611505,239.0,0.012,0.1,0.106,76.0,66.0,0.6,1,0.258,0.664,0.078,11.324195417595107,0.506,19.36847014676186,17.804494623047066,Low,0.9778082263147848,0.5982892336369285,0.5060240963855421
0.043,41.0,6.483107351457199,26.0,9.57073837671504,21.039128991416984,0.118,3.828641396489095,239.0,0.1075,0.0,0.2,41.0,40.0,0.0,1,0.428,0.548,0.024,15.365785130389433,0.364,17.909855136853043,17.453096744006448,Low,2.482617220987204,0.6133069536313591,0.8248175182481752
0.047,41.0,6.3578422665081,26.0,9.57073837671504,23.436618790804065,0.061,5.267858159063328,239.0,0.105,0.0,0.12,53.0,50.0,0.0,1,0.476,0.495,0.029,15.899654401473203,0.344,20.350025877585416,19.93800336967164,Lower-Middle,1.429633746239048,0.6014567800214408,1.02020202020202
0.023,41.0,12.850061094007877,38.0,11.673129216510564,25.848534471969863,0.086,5.739792912179234,239.0,0.053,0.1,0.15,54.0,51.0,0.4,1,0.316,0.645,0.039,17.65300922149192,0.584,22.621485217425427,22.019361930421752,High,2.222973964589408,1.013961183104391,0.5503875968992248
0.041,41.0,9.051344640485725,26.0,9.57073837671504,23.436618790804065,0.061,5.267858159063328,239.0,0.095,0.1,0.12,51.0,49.0,0.5,1,0.444,0.525,0.031,15.823711972826477,0.169,20.350025877585416,19.93800336967164,Lower-Middle,1.429633746239048,0.8562641811686308,0.9047619047619047
0.039,41.0,9.11305824916963,26.0,9.597369917928662,23.59379034577086,0.038,3.1780538303479458,239.0,0.064,0.0,0.12,61.0,57.0,0.0,1,0.435,0.535,0.03,17.21584022994191,0.327,16.648723960844016,18.594634059479166,Upper-Middle,0.8965640331392927,0.8599358444355265,0.8691588785046728
0.032,41.0,6.948897222313312,26.0,9.57073837671504,21.34062235958452,0.058,4.59511985013459,239.0,0.082,0.0,0.146,46.0,46.0,0.1,1,0.43,0.539,0.031,13.899787366092937,0.223,18.064005814299346,16.951004817371683,Low,1.237756096855902,0.6573710345173399,0.8552875695732838
0.042,41.0,8.244596756382498,28.0,9.648079040634643,23.179355385238186,0.037,2.5649493574615367,239.0,0.066,0.0,0.145,53.0,51.0,0.0,1,0.446,0.524,0.03,17.41994348849269,0.236,20.298617910950526,19.74243658660135,Lower-Middle,0.8576361492538128,0.7742801987964119,0.9083969465648855
0.039,41.0,7.288927694521257,55.625,7.742402021815782,21.23829684029513,0.056,2.9444389791664403,239.0,0.072,0.0,0.12,55.0,53.0,0.0,1,0.433,0.539,0.028,15.47544327607865,0.343,17.073607134447293,17.426428497635523,Low,1.1893446230565274,0.8337442817583169,0.8552875695732839
0.017,41.0,9.971052738698551,11.0,8.990815266184685,24.035744384160935,0.054,5.0238805208462765,239.0,0.022,0.1,0.12,75.0,71.0,0.2,1,0.272,0.663,0.065,16.101946045246702,0.646,21.383373163944952,19.687628350256592,Upper-Middle,1.2979301967446906,0.9980219304471556,0.5082956259426847
0.047,41.0,7.444248649496705,34.0,9.57073837671504,22.569623379675654,0.076,2.9444389791664403,239.0,0.077,0.0,0.189,51.0,51.0,0.0,1,0.494,0.481,0.026,17.10534533631296,0.125,19.035866388448003,19.93800336967164,Lower-Middle,1.7152913768553497,0.7042316614225087,1.0810810810810811
0.045,41.0,7.650644551436897,35.0,8.82893352896109,22.191564384244035,0.067,3.332204510175204,239.0,0.086,0.0,0.22649999999999998,45.0,44.0,0.0,1,0.464,0.509,0.027,16.203770468483484,0.358,18.292847383806116,18.560442695023177,Lower-Middle,1.4868348137443506,0.778379925847923,0.9646365422396858
0.032,41.0,9.271247306879705,55.625,9.15915233520675,22.468560996432416,0.061,5.267858159063328,239.0,0.058,0.1,0.22649999999999998,42.0,43.0,0.0,1,0.416,0.549,0.035,16.354992510453634,0.345,17.926384438531027,19.93800336967164,Lower-Middle,1.3705822207823772,0.9126004809230006,0.8214936247723131
0.047,41.0,6.369900982828227,26.0,9.57073837671504,22.245761225947692,0.1,2.9444389791664403,239.0,0.088,0.0,0.12,57.0,55.0,0.0,1,0.494,0.485,0.02,16.956041762592054,0.222,20.350025877585416,19.93800336967164,Lower-Middle,2.2245761225947693,0.6025975438820514,1.0597938144329897
0.014,41.0,8.140315540159985,18.0,7.591861714889934,21.7554038690383,0.056,3.9512437185814275,239.0,0.023,0.0,0.208,76.0,69.0,0.0,1,0.233,0.655,0.112,14.926062287003802,0.643,18.31532023940565,18.390221546776935,Low,1.2183026166661448,0.9474448973093449,0.5267175572519084
0.014,41.0,10.329310689232171,55.625,9.405824915296419,22.707814951950933,0.066,4.060443010546419,239.0,0.05,0.1,0.155,71.0,65.0,0.1,1,0.28,0.658,0.062,15.92379474745002,0.52,18.064005814299346,18.603002309079653,Lower-Middle,1.4987157868287617,0.9926469812160905,0.5197568389057751
0.025,41.0,10.430698205551442,50.0,9.985712492791798,24.67284781957064,0.03,2.4849066497880004,239.0,0.056,0.0,0.16,67.0,66.0,0.0,1,0.354,0.605,0.042,18.75132163269377,0.254,17.893048018819147,19.779089904153416,Upper-Middle,0.7401854345871193,0.9494785351788039,0.6545454545454545
0.025,41.0,5.937536205082426,55.625,9.57073837671504,20.248492624099086,0.051,3.9512437185814275,239.0,0.051,0.0,0.15,63.0,62.0,0.0,1,0.365,0.595,0.04,13.331625424920537,0.287,15.894952224644102,19.93800336967164,Low,1.0326731238290534,0.5616955025735462,0.680672268907563
0.021,41.0,8.586346050104554,26.0,7.826443135456014,22.60384981272859,0.031,6.3561076606958915,239.0,0.008,0.2,0.055,79.0,75.0,0.5,1,0.295,0.675,0.03,12.776063002464136,0.726,18.635792131633828,19.96611332854275,Lower-Middle,0.7007193441945863,0.972797979699548,0.4814814814814814
0.026,41.0,7.7752758464868625,55.625,8.32263709695394,22.261905014302993,0.073,3.295836866004329,239.0,0.063,0.0,0.12,68.0,62.0,0.0,1,0.379,0.58,0.041,16.375398667352357,0.189,19.904555435678695,17.909855136853043,Lower-Middle,1.6251190660441184,0.8340210785451834,0.7241379310344828
0.012,41.0,15.325167471359057,48.0,14.171473748666756,28.126301781213925,0.048,4.127134385045092,239.0,0.024,0.1,0.053,75.0,72.0,0.2,1,0.225,0.702,0.074,20.976666976197475,0.398,23.652163622366636,23.5396321815919,High,1.3500624854982683,1.010130441197633,0.42592592592592593
0.012,41.0,8.235890725928495,25.0,7.903226808730733,22.10740150501412,0.085,4.31748811353631,239.0,0.026,0.0,0.22649999999999998,76.0,69.0,0.2,1,0.197,0.664,0.139,15.280824257139749,0.524,18.963005040591682,18.951309000896888,Low,1.8791291279262003,0.9250455933406267,0.5060240963855421
0.007,41.0,10.598308331848083,11.0,9.518486617560317,25.807055693053915,0.061,5.267858159063328,239.0,0.02,0.5,0.05,84.0,79.0,1.1,1,0.155,0.728,0.117,15.722204713855167,1.0,22.920934760101957,23.16099352397011,High,1.5742303972762888,1.0075887071201388,0.3736263736263737
0.024,41.0,14.063865611612528,55.625,13.101156084026508,27.15033093626794,0.043,3.2188758248682006,239.0,0.06,0.0,0.115,65.0,62.0,0.0,1,0.33,0.624,0.046,20.812911606956945,0.286,22.240588460692003,22.20145546299861,High,1.1674642302595215,0.9973555024714447,0.6025641025641025
0.021,41.0,12.666003842718693,55.625,12.015922525341635,26.18188262167903,0.025,3.332204510175204,239.0,0.036,0.0,0.169,70.0,66.0,0.1,1,0.301,0.651,0.048,19.20067337023611,0.444,22.218638793316703,22.210987990922302,High,0.6545470655419758,0.9731161059124576,0.5360983102918586
0.009,41.0,14.02854720616852,31.0,13.134762193418245,29.090319436514093,0.08,7.898782356970309,239.0,0.003,0.5,0.020500000000000018,85.0,78.0,0.7,1,0.141,0.672,0.188,18.665335274263377,0.832,23.163436592980165,24.320715074481853,High,2.3272255549211276,0.9924855483384656,0.48958333333333326
0.017,41.0,11.94351886310529,26.0,10.66993166215753,24.151873852144927,0.037,4.356708826689592,239.0,0.032,0.0,0.12,72.0,61.0,0.1,1,0.257,0.67,0.074,16.51747688980774,0.551,20.27384884287646,20.478643255232218,Upper-Middle,0.8936193325293622,1.0234437706122075,0.49402985074626865
0.016,41.0,11.261613893828098,26.0,9.904886573449835,23.436618790804065,0.061,5.267858159063328,239.0,0.03,0.1,0.12,71.0,64.0,0.5,1,0.253,0.679,0.068,16.970346126873523,0.596,20.350025877585416,19.93800336967164,Lower-Middle,1.429633746239048,1.032712611724618,0.4727540500736377
0.01,41.0,13.052404325029196,17.0,12.219571129681515,27.246124236062002,0.052,6.54534966033442,239.0,0.005,0.7,0.062,81.0,74.0,0.7,1,0.199,0.716,0.085,17.68377626508,0.807,22.669890016878135,23.126872044089577,High,1.416798460275224,0.9873545969825764,0.3966480446927375
0.021,41.0,8.580918882296782,21.0,7.85748078694253,21.375076714710605,0.054,3.091042453358316,239.0,0.037,0.0,0.191,72.0,65.0,0.0,1,0.326,0.617,0.057,15.43357138597211,0.353,17.9426449591384,17.370858648025116,Low,1.1542541425943726,0.9687764601134164,0.6207455429497569
0.029,41.0,7.029972911706386,55.625,9.57073837671504,21.428007742137343,0.049,2.9444389791664403,239.0,0.075,0.0,0.22649999999999998,65.0,62.0,0.0,1,0.418,0.545,0.037,15.541676727749431,0.251,18.15931599280497,15.424948670398354,Low,1.0499723793647298,0.6650408572396262,0.8348623853211008
0.008,41.0,7.337587743538596,26.0,9.57073837671504,22.793461463205514,0.061,5.267858159063328,239.0,0.02,0.3,0.06,81.0,76.0,0.8,1,0.197,0.73,0.074,13.018583833573906,1.0,22.376720634988672,19.970368654103833,Lower-Middle,1.3904011492555364,0.6941414574881214,0.3712328767123288
0.02,41.0,11.984596453399751,37.0,10.908155395027697,25.42558422546694,0.039,5.153291594497779,239.0,0.007,0.4,0.063,76.0,71.0,0.4,1,0.315,0.644,0.042,17.030002989786993,0.648,22.640041379637815,21.9473353432655,High,0.9915977847932107,1.0064192190844246,0.5543478260869564
0.022,41.0,6.395261598115449,13.0,9.57073837671504,20.67183323075016,0.06,5.298317366548036,239.0,0.025,0.1,0.14,74.0,71.0,0.2,1,0.37,0.587,0.043,12.569308519420602,0.313,19.811962649070857,17.909855136853043,Low,1.2403099938450095,0.6049966776401139,0.7035775127768313
0.019,41.0,8.991562278171614,20.0,7.8343923029104365,21.190325952051843,0.074,3.8918202981106265,239.0,0.042,0.1,0.22649999999999998,68.0,61.0,0.1,1,0.311,0.652,0.037,14.719160125939036,0.604,18.85246316687141,18.78532386448472,Low,1.5680841204518363,1.017790694580022,0.5337423312883435
0.02,41.0,9.194922119247803,26.0,9.551444720923957,23.436618790804065,0.023,1.6094379124341003,239.0,0.054,0.0,0.15,65.0,61.0,0.0,1,0.29,0.661,0.048,17.719040660574873,0.281,18.064005814299346,17.399029524198163,Lower-Middle,0.5390422321884935,0.8714372640377755,0.5113464447806353
0.03,41.0,7.990576881743923,31.0,9.071997422354437,22.568641336620836,0.054,2.70805020110221,239.0,0.052,0.0,0.074,65.0,63.0,0.0,1,0.399,0.559,0.041,17.01522509223594,0.146,19.26224793394093,18.594634059479166,Lower-Middle,1.218706632177525,0.7933458028900131,0.7871198568872987
0.029,41.0,11.68600444039725,24.0,11.137446252352321,25.145051514535602,0.029,2.833213344056216,239.0,0.083,0.1,0.12,65.0,64.0,0.0,1,0.395,0.564,0.04,18.84215026218176,0.341,20.245230037616313,20.874268711342783,Upper-Middle,0.7292064939215325,0.9628058652068117,0.7712765957446809
0.028,41.0,11.177914160667523,49.0,10.566768133489779,25.152989249224717,0.032,3.5263605246161616,239.0,0.029,0.0,0.095,71.0,64.0,0.3,1,0.377,0.59,0.033,18.229576919693514,0.471,21.32265163824103,21.223434881130302,Upper-Middle,0.804895655975191,0.9663817958193188,0.6949152542372882
0.011,41.0,10.346055748595795,8.0,10.1517138842178,25.29800058359001,0.036,6.714170529909472,239.0,0.003,0.5,0.053,82.0,77.0,0.8,1,0.201,0.72,0.079,15.23010103126416,1.0,22.069258901553056,22.849352386568594,High,0.9107280210092403,0.9277547698957562,0.38888888888888895
0.019,41.0,9.274347501950475,55.625,9.069122370060645,23.661462501660775,0.039,3.6635616461296463,239.0,0.013,0.0,0.103,77.0,70.0,0.1,1,0.258,0.675,0.067,16.769013649457207,0.184,20.379366085906838,19.951075451210514,Upper-Middle,0.9227970375647703,0.9210681091260405,0.48148148148148145
0.029,41.0,7.638679823876112,26.0,7.682943169878292,21.16417887327351,0.045,2.4849066497880004,239.0,0.061,0.0,0.167,69.0,61.0,0.0,1,0.402,0.561,0.037,15.691857775119885,0.264,15.64006001130563,14.557448378884015,Low,0.9523880492973079,0.8797339421010149,0.7825311942959001
0.013,41.0,12.35535004160444,33.0,11.397604396184764,25.683590364581345,0.036,4.382026634673881,239.0,0.017,0.1,0.059,75.0,68.0,0.3,1,0.231,0.696,0.073,17.98199497472372,0.35,23.07044181336397,21.98682743296665,High,0.9246092531249284,0.9965917323032725,0.4367816091954023
0.039,41.0,5.087596335232384,26.0,9.57073837671504,19.89429893553488,0.075,3.2188758248682006,239.0,0.072,0.1,0.167,63.0,60.0,0.0,1,0.491,0.483,0.026,13.746556971419945,0.253,20.350025877585416,19.93800336967164,Low,1.492072420165116,0.48129053562040797,1.0703933747412009
0.023,41.0,10.650554575085504,26.0,9.777357275391916,22.511258317305906,0.038,4.564348191467836,239.0,0.062,0.0,0.12,68.0,60.0,0.0,1,0.342,0.613,0.045,15.351955753039844,0.466,20.350025877585416,19.93800336967164,Lower-Middle,0.8554278160576244,0.9882343419572865,0.6313213703099511
0.02,41.0,11.717367222848265,29.0,10.847646337752757,23.038580800430406,0.052,3.044522437723423,239.0,0.049,0.0,0.12,71.0,64.0,0.0,1,0.349,0.605,0.046,17.056838477580133,0.37,17.6867115897055,19.93800336967164,Lower-Middle,1.1980062016223811,0.9890037977847672,0.652892561983471
0.017,41.0,11.274262101997982,55.625,10.46629823136807,24.47786450815985,0.052,3.258096538021482,239.0,0.025,0.0,0.095,79.0,70.0,0.0,1,0.289,0.646,0.065,18.2033751311656,0.261,21.05973807428191,19.93800336967164,Upper-Middle,1.2728489544243122,0.9832521250106038,0.5479876160990712
0.016,41.0,8.365206834418355,41.0,7.589335823170617,22.455332816569037,0.062,4.6913478822291435,239.0,0.02,0.0,0.143,79.0,72.0,0.3,1,0.282,0.64,0.078,14.925280369328261,0.446,20.101508654335337,20.044021563527846,Lower-Middle,1.3922306346272804,0.9739061327480465,0.5625
0.01,41.0,6.284134161070802,26.0,9.57073837671504,21.374521949647455,0.058,7.545389749611823,239.0,0.003,0.1,0.12,75.0,69.0,0.7,1,0.2995,0.6425000000000001,0.052,11.233793403447164,0.912,20.350025877585416,19.93800336967164,Low,1.2397222730795525,0.5944839364214459,0.5470817120622568
0.01,41.0,11.188828339816398,25.0,10.380187461572742,26.26038660292719,0.103,8.07837810362652,239.0,0.004,0.4,0.12,82.0,76.0,0.9,1,0.165,0.678,0.157,15.910016066220562,0.658,23.43981316836867,23.00166069124169,High,2.7048198201015006,0.983184888438569,0.4749262536873156
0.009,41.0,10.891596494200753,55.625,10.166236358442697,23.603892264995267,0.066,4.795790545596741,239.0,0.009,0.1,0.22649999999999998,75.0,63.0,0.1,1,0.166,0.691,0.143,16.097586876398836,0.714,19.641510668294575,19.893152803606885,Upper-Middle,1.5578568894896876,0.9754044375001707,0.44717800289435605
0.011,41.0,11.651269010591795,55.625,10.989402908557974,26.465273709895634,0.1,8.006700845440367,239.0,0.004,0.5,0.069,81.0,75.0,0.8,1,0.173,0.655,0.172,16.155018919312916,0.973,22.90345728183941,23.318669786572006,High,2.6465273709895634,0.971797269593399,0.5267175572519084
0.009,41.0,10.053587180780166,55.625,8.38958706681109,22.847922134467584,0.08,5.1647859739235145,239.0,0.007,0.0,0.109,78.0,73.0,0.3,1,0.194,0.684,0.122,15.175404473977691,0.392,19.816925438400673,18.7922443072814,Lower-Middle,1.8278337707574068,1.0707166469882454,0.4619883040935672
0.009,41.0,10.7644558312215,32.0,9.87302834505142,23.751861003315007,0.076,5.308267697401205,239.0,0.016,0.1,0.085,76.0,69.0,0.4,1,0.143,0.685,0.171,15.872649996258474,0.699,21.441593316524223,21.106485336788918,Upper-Middle,1.8051414362519405,0.9900145101820383,0.45839416058394156
0.009,41.0,10.06658381534495,29.0,9.08398318309966,24.253835404717062,0.064,6.206575926724928,239.0,0.006,0.2,0.116,78.0,71.0,0.6,1,0.164,0.67,0.166,15.306165159633608,0.56,22.597066016664215,20.379366085906838,Upper-Middle,1.552245465901892,0.9982745540686868,0.4925373134328358
0.012,41.0,8.95531908176395,26.0,7.75491027202143,23.312498324222346,0.068,7.119635638017636,239.0,0.005,0.3,0.069,81.0,76.0,0.6,1,0.209,0.686,0.105,13.813651831602208,0.686,21.56698587641584,20.36659089443625,Lower-Middle,1.5852498860471196,1.022891018127619,0.45772594752186585
0.009,41.0,11.71488623701653,40.0,10.701355043866476,25.280217268396488,0.071,6.502790045915623,239.0,0.005,0.3,0.059,79.0,72.0,1.0,1,0.154,0.707,0.139,16.1373097717852,0.737,22.126663106211726,21.50121361965817,High,1.7948954260561505,1.0011563783082666,0.4144271570014145
0.012,41.0,10.928381536709955,7.0,9.907877900837422,26.082781100411424,0.095,8.231376045573969,239.0,0.004,0.8,0.12,80.0,75.0,0.9,1,0.188,0.663,0.149,15.500162616230627,0.854,22.3854859350092,22.61923516022507,High,2.4778642045390855,1.001879708964377,0.5082956259426847
0.01,41.0,9.744081420312915,55.625,8.55429627936774,23.0102486263568,0.049,5.8664680569332965,239.0,0.007,0.5,0.055,77.0,66.0,0.8,1,0.161,0.676,0.163,14.130847436741202,0.69,20.598835759700737,19.816925438400673,Lower-Middle,1.127502182691483,1.0198638534326185,0.47928994082840237
0.02,41.0,6.656726524178391,26.0,9.57073837671504,21.119933615106987,0.061,5.267858159063328,239.0,0.02,0.6,0.12,82.0,77.0,0.8,1,0.2995,0.6425000000000001,0.052,10.785373157686106,0.387,20.350025877585416,19.93800336967164,Low,1.2883159505215263,0.6297314612233392,0.5470817120622568
0.011,41.0,11.14025179258698,31.0,10.511839081391358,25.824693287666967,0.082,7.8528278122817445,239.0,0.003,0.7,0.041,82.0,75.0,0.9,1,0.177,0.668,0.155,15.466668941167933,0.826,21.707588979586085,21.806426021394124,High,2.1176248495886916,0.9677212922994172,0.497005988023952
0.013,41.0,12.867708518950863,41.0,12.490800358155518,28.214473470237724,0.108,8.051340933292979,239.0,0.004,0.4,0.066,83.0,76.0,0.7,1,0.186,0.651,0.163,17.94654820246795,0.766,24.55168981851999,24.208130120211795,High,3.047163134785674,0.9538135749797839,0.5360983102918586
0.009,41.0,13.633277397263269,45.0,12.731011211577416,28.516363819182345,0.109,8.073091199693154,239.0,0.004,0.6,0.12,81.0,76.0,0.8,1,0.148,0.673,0.179,18.22872303218683,0.732,24.127923890270765,25.01650224069409,High,3.1082836562908756,0.9928822566081847,0.48588410104011875
0.01,41.0,11.469381017936865,38.0,10.279935711573799,25.985179923160466,0.089,7.365180126021013,239.0,0.006,0.2,0.068,81.0,77.0,0.8,1,0.146,0.674,0.18,16.215070353766187,0.737,23.106693317876793,21.6148539565902,High,2.3126810131612814,1.0167948923830021,0.4836795252225518
0.009,41.0,10.98652924621328,52.0,10.171107213950854,25.148571920867695,0.086,6.561030665896573,239.0,0.008,0.2,0.096,77.0,68.0,0.8,1,0.16,0.685,0.155,16.130967748893916,0.655,22.138876252643133,21.716517610327063,Upper-Middle,2.1627771851946216,0.983477200227112,0.45985401459854014
0.014,41.0,7.681560362559537,26.0,8.09376775793108,23.11842089742629,0.106,8.299285906897275,239.0,0.003,0.8,0.12,83.0,80.0,1.0,1,0.225,0.658,0.117,12.575986566199395,0.928,20.001719183922383,20.077002244193714,Lower-Middle,2.4505526151271866,0.8447060192251014,0.5197568389057751
0.015,41.0,10.676785127278901,18.0,9.551231402759107,25.790472750996457,0.073,7.978996370854115,239.0,0.005,0.3,0.028,81.0,76.0,0.9,1,0.208,0.681,0.111,15.200935040849775,0.599,22.37307764371087,22.29852629778588,High,1.8827045108227414,1.011899438058667,0.4684287812041116
0.02,41.0,9.051344640485725,26.0,9.57073837671504,21.540801658258008,0.061,5.267858159063328,239.0,0.02,0.1,0.12,75.0,69.0,0.5,1,0.2995,0.6425000000000001,0.052,11.277228447584399,0.519,20.350025877585416,19.93800336967164,Low,1.3139889011537385,0.8562641811686308,0.5470817120622568
0.009,41.0,13.056971158637277,23.0,12.097506998923398,28.046108802427153,0.082,7.67693714581808,239.0,0.004,0.3,0.058,83.0,77.0,1.0,1,0.142,0.667,0.192,17.864041591438777,0.675,24.207302013614786,23.890048047298432,High,2.2997809217990266,0.9969050720652828,0.5007496251874062
0.018,41.0,9.051344640485725,26.0,7.598399329323964,21.933742381429795,0.061,5.267858159063328,239.0,0.02,0.1,0.12,71.0,66.0,0.5,1,0.2995,0.6425000000000001,0.052,14.3481761440141,0.56,20.350025877585416,19.93800336967164,Low,1.3379582852672174,1.0526778640783798,0.5470817120622568
0.009,41.0,8.866299565855018,16.0,8.37216741936598,23.13796929399696,0.062,5.69035945432406,239.0,0.012,0.3,0.054,77.0,66.0,0.5,1,0.158,0.679,0.163,14.64316940052768,0.678,19.417629382534013,19.71540791428649,Lower-Middle,1.4345540962278116,0.9460244540162959,0.4727540500736377
0.01,41.0,9.051344640485725,26.0,9.57073837671504,21.845205068541464,0.061,5.267858159063328,239.0,0.02,0.6,0.12,82.0,78.0,0.7,1,0.2995,0.6425000000000001,0.052,10.438283576940698,0.149,20.350025877585416,19.93800336967164,Low,1.3325575091810293,0.8562641811686308,0.5470817120622568
0.009,41.0,9.466222131878165,26.0,9.132811169466946,23.646895579995963,0.065,5.863631175598097,239.0,0.009,0.3,0.058,78.0,67.0,0.6,1,0.18,0.673,0.147,15.043750713738172,0.667,20.36659089443625,19.980928414296535,Upper-Middle,1.5370482126997376,0.9342147972127021,0.48588410104011875
0.012,41.0,9.200895913148184,26.0,8.254268770090183,24.095534879777194,0.077,8.514188682395938,239.0,0.003,0.5,0.12,81.0,75.0,1.2,1,0.189,0.668,0.144,13.02062075372012,0.857,21.87035077938286,21.617310960282243,Upper-Middle,1.855356185742844,0.9942326229907542,0.49850299401197595
0.012,41.0,9.333442569110167,48.0,7.9291264873067995,22.2827194147733,0.093,5.3612921657094255,239.0,0.013,0.2,0.16,76.0,71.0,0.4,1,0.208,0.684,0.108,14.548295191752368,0.579,18.26985786584569,18.078190449090098,Lower-Middle,2.0722929055739168,1.0452805862228653,0.4619883040935672
0.01,41.0,7.8567067930958405,26.0,6.717804695023691,22.356346361156817,0.082,6.980075940561763,239.0,0.006,0.3,0.059,81.0,76.0,0.7,1,0.185,0.691,0.123,12.895671036578872,0.932,20.582853684380414,19.28778123583743,Lower-Middle,1.833220401614859,1.0179976176595542,0.44573082489146165
0.012,41.0,8.364275084991524,42.0,8.119993827725105,21.40681790882932,0.083,3.8501476017100584,239.0,0.021,0.1,0.193,72.0,64.0,0.1,1,0.208,0.683,0.108,15.100014412243704,0.455,18.184958423089522,18.586195190904515,Low,1.7767658864328337,0.9171360466893992,0.4626647144948755
0.02,41.0,9.051344640485725,26.0,9.57073837671504,22.00113627329185,0.039,8.34687925374656,239.0,0.004,0.5,0.12,75.0,69.0,0.5,1,0.2995,0.6425000000000001,0.052,10.403323005002216,1.0,20.350025877585416,19.93800336967164,Low,0.858044314658382,0.8562641811686308,0.5470817120622568
0.013,41.0,9.051344640485725,26.0,9.57073837671504,21.258391377085754,0.091,5.541263545158426,239.0,0.011,0.1,0.12,76.0,71.0,0.5,1,0.205,0.67,0.125,13.326852410093295,0.616,20.350025877585416,19.93800336967164,Low,1.9345136153148035,0.8562641811686308,0.49253731343283574
0.012,41.0,12.072781224110258,9.0,11.264605121369573,27.011705345583312,0.098,8.086410275323782,239.0,0.005,0.6,0.03,81.0,76.0,0.8,1,0.186,0.676,0.138,16.602082495264494,0.803,23.404492824073223,23.48876700174724,High,2.647147123867165,0.9843595537433908,0.47928994082840237
0.012,41.0,10.660219674721183,18.0,10.204369620451853,26.13883629577342,0.106,8.560444233410552,239.0,0.004,0.8,0.047,82.0,77.0,0.9,1,0.199,0.653,0.148,15.333897527154416,0.772,21.818204720582774,22.681810123960354,High,2.7707166473519824,0.9514341311324283,0.5313935681470138
0.009,41.0,12.62759809318485,31.0,11.419778942769714,26.102245205410327,0.062,5.872117789475416,239.0,0.007,0.2,0.073,79.0,71.0,0.5,1,0.174,0.696,0.13,17.45846572610402,0.617,22.277825088081805,21.91293685686581,High,1.6183392027354402,1.0167329186270357,0.4367816091954023
0.011,41.0,11.02315984760253,55.625,10.131817630537638,25.810441968535237,0.097,7.323170717943469,239.0,0.004,0.3,0.12,81.0,74.0,1.0,1,0.158,0.674,0.168,16.16295639075613,0.563,22.755877791400444,21.815860053624302,High,2.503612870947918,0.9902389900246812,0.4836795252225519
0.01,41.0,11.471488698182888,29.0,10.58471396220038,24.808670855365783,0.053,4.990432586778736,239.0,0.021,0.1,0.22649999999999998,75.0,68.0,0.3,1,0.166,0.691,0.143,16.88701460093623,0.529,20.07509202394124,20.164649551092324,Upper-Middle,1.3148595553343865,0.9902263219975104,0.44717800289435605
0.01,41.0,14.288618115038094,43.0,13.377507795236045,26.787859487905322,0.056,5.123963979403259,239.0,0.017,0.1,0.13,72.0,59.0,0.2,1,0.162,0.705,0.134,18.78994834946414,0.734,22.494652516536625,23.320533442111458,High,1.5001201313226982,0.9938174486521646,0.4198581560283689
0.02,41.0,9.051344640485725,26.0,9.57073837671504,20.839253061988597,0.051,7.950854857719988,239.0,0.004,0.5,0.075,85.0,78.0,0.6,1,0.2995,0.6425000000000001,0.052,10.264687244346277,0.94,20.350025877585416,19.93800336967164,Low,1.0628019061614185,0.8562641811686308,0.5470817120622568
